timestamp,level,source,message
2026-07-29 13:22:08,INFO,detector,New/unauthorized device joined the network: 192.168.1.251 (D6:27:71:61:01:E9).
2026-07-29 13:22:38,INFO,detector,New/unauthorized device joined the network: 192.168.1.77 (11:22:33:44:55:66).
2026-07-29 13:22:39,WARNING,detector,Possible ARP spoofing: 192.168.1.50 changed from MAC AA:BB:CC:00:00:50 to DE:AD:BE:EF:00:66.
2026-07-29 13:22:40,WARNING,detector,Possible ARP spoofing: 192.168.1.1 changed from MAC AA:BB:CC:00:00:01 to DE:AD:BE:EF:00:66.
2026-07-29 13:22:40,CRITICAL,detector,CRITICAL: Device DE:AD:BE:EF:00:66 is impersonating the gateway (192.168.1.1). Expected MAC AA:BB:CC:00:00:01. Possible Man-in-the-Middle attack.
2026-07-29 13:22:41,WARNING,detector,High rate of gratuitous ARP announcements from DE:AD:BE:EF:00:66 (192.168.1.1): 5 in the last second.
2026-07-29 13:22:42,CRITICAL,detector,ARP broadcast storm detected: 30 replies/sec across the network (threshold 30).
2026-07-29 13:22:44,INFO,detector,New/unauthorized device joined the network: 192.168.1.198 (86:E9:B5:34:5E:AA).
2026-07-29 13:22:56,INFO,detector,New/unauthorized device joined the network: 192.168.1.206 (9A:C2:DF:4D:E4:D8).
2026-07-29 13:23:01,INFO,detector,New/unauthorized device joined the network: 192.168.1.216 (62:9D:E2:EF:20:53).
2026-07-29 13:23:08,INFO,detector,ARP detector stop requested.
2026-07-29 13:23:15,INFO,main,Application closed.
2026-07-29 15:17:30,INFO,main,Application starting.
2026-07-29 15:21:50,INFO,detector,ARP detector started on interface 'Wi-Fi'.
2026-07-29 15:21:51,WARNING,detector,Possible ARP spoofing: 192.168.1.103 changed from MAC AA:CC:EE:00:00:03 to D2:B1:9F:2E:2C:75.
2026-07-29 15:21:51,INFO,detector,New/unauthorized device joined the network: 192.168.1.204 (8A:C2:3A:47:B8:C8).
2026-07-29 15:21:51,INFO,detector,New/unauthorized device joined the network: 192.168.1.208 (76:A5:A8:89:F0:8A).
2026-07-29 15:22:13,INFO,detector,New/unauthorized device joined the network: 192.168.1.195 (62:9D:E2:EF:20:53).
2026-07-29 15:22:58,INFO,detector,New/unauthorized device joined the network: 192.168.1.225 (7E:6F:C3:73:6B:E8).
2026-07-29 15:24:23,INFO,detector,New/unauthorized device joined the network: 192.168.1.218 (E6:3C:DB:40:4B:D6).
2026-07-29 15:26:17,INFO,detector,New/unauthorized device joined the network: 192.168.1.217 (86:BF:C5:AA:46:E3).
2026-07-29 15:28:09,INFO,detector,New/unauthorized device joined the network: 192.168.1.172 (B6:12:9B:11:11:37).
2026-07-29 15:29:05,INFO,detector,New/unauthorized device joined the network: 192.168.1.146 (72:D2:37:61:19:B5).
2026-07-29 15:30:07,INFO,detector,New/unauthorized device joined the network: 192.168.1.209 (AA:A6:EF:33:97:BA).
2026-07-29 15:30:36,INFO,detector,New/unauthorized device joined the network: 192.168.1.230 (26:AF:B1:AE:D6:48).
2026-07-29 15:38:35,WARNING,detector,Possible ARP spoofing: 192.168.1.128 changed from MAC AA:CC:EE:00:00:1C to 68:07:15:C9:B8:73.
2026-07-29 15:39:53,WARNING,detector,Possible ARP spoofing: 192.168.1.195 changed from MAC 62:9D:E2:EF:20:53 to FE:72:60:9C:4A:D0.
2026-07-29 15:40:46,WARNING,detector,Possible ARP spoofing: 192.168.1.195 changed from MAC FE:72:60:9C:4A:D0 to 62:9D:E2:EF:20:53.
2026-07-29 15:42:57,WARNING,detector,Possible ARP spoofing: 192.168.1.195 changed from MAC 62:9D:E2:EF:20:53 to FE:72:60:9C:4A:D0.
2026-07-29 15:43:51,INFO,detector,New/unauthorized device joined the network: 192.168.1.167 (0E:27:A8:05:E0:4E).
2026-07-29 15:43:52,WARNING,detector,Possible ARP spoofing: 192.168.1.195 changed from MAC FE:72:60:9C:4A:D0 to 62:9D:E2:EF:20:53.
2026-07-29 15:44:18,INFO,detector,New/unauthorized device joined the network: 192.168.1.232 (62:9D:E2:EF:20:53).
2026-07-29 15:44:56,WARNING,detector,Possible ARP spoofing: 192.168.1.195 changed from MAC 62:9D:E2:EF:20:53 to FE:72:60:9C:4A:D0.
2026-07-29 15:48:57,INFO,detector,New/unauthorized device joined the network: 192.168.1.72 (32:8C:DD:CC:18:15).
2026-07-29 15:51:28,INFO,detector,New/unauthorized device joined the network: 192.168.1.150 (32:B0:FA:66:41:D9).
